"cod_mun","Municipio","pobreza_monetaria","error_estandar","varianza_pobreza","cvlog","pct_indigena_2024","pct_afro_2024","pct_menores15_2024","indice_envejecimiento_2024","pob_total","pct_rural","pct_urbano","tasa_dependencia","categoria_617","cat_ruralidad","extension","densidad_2024","var_intercensal","idf_2024","cobertura_educ_2024","desercion_2024","analfabetismo_2018","analfabetismo_rural_2018","saber11_mate_2022","saber11_lectura_2022","empresas_formales_2016","pct_ocupados_form_2016","pct_primario_2023","pct_secundario_2023","pct_terciario_2023","peso_relativo_2023","tasa_mortalidad_2020","mort_materna_2020","mort_infantil_1a_2020","cobertura_pentavalente_2020","bajo_peso_2020","control_prenatal_4_2020","promedio_prenatales_2020","mort_infantil_5a_2020","mort_eda_2020","mort_ira_2020","mort_desnutricion_2020","fecundidad_15_19_2020","mort_neonatal_2020","partos_calificados_2020","tasa_hurto_2019","tasa_homicidios_2019","tasa_extorsion_2019","tasa_violencia_intra_2019","recaudo_predial_2020","pct_predios_urb_2022","pct_predios_rur_2022","acueducto_2018","alcantarillado_2018","energia_2018","internet_2018","iica_2023","dist_popayan_km","dist_cali_km","dist_capital_km","dist_carretera_km","snap_km","aislado_vial","pdet","coca_pct_territorio","desplaz_tasa_1000","victimas_tasa_1000","cotizantes_tasa_1000","pagos_admin_pc","pagos_educacion_pc","pagos_salud_pc","pagos_serv_publicos_pc","pagos_total_pc","ingresos_pc","ingresos_corrientes_pc","ingresos_tributarios_pc","ingresos_no_trib_pc","transferencias_pc","sgp_pc","recursos_capital_pc","valor_agregado_pc","predios_pc","avaluo_promedio","pct_contributivo","pct_subsidiado","pct_excepcion","pct_sisben_A"
"19256","El Tambo",0.534467488422076,0.00114158448402128,0.00254281929597808,0.0943488165243152,10.28,10.73,24.48,64.76,57546,95.33,4.67,56.21,"6","Rural disperso",2615,22.08,17.66,52.5,77.89,4.76,10.35,10.69,46.25,48.63,31.25,3.37,60.6936164760792,7.79724328880833,31.5091402351125,3.60754465842972,5.69,210.53,22.93,71.49,9.49,81.68,5.66,14.74,0,26.51,0,41.48,10.53,94.53,68.72,85.44,27.86,53.86,1.72,8.34,91.66,62.07,8.12,85.73,1.16,31,45.5029321303846,107.862596246417,45.5029321303846,65.889,0.819216015748464,0,1,359.16673040153,1.5465888159038,106.08904181003,15.7931046467174,8194806.92854412,0,0,0,8244213.88576096,1526726.06486984,1443956.01101727,77879.6360476836,1366076.37496959,1339829.74175442,654054.799412644,82770.0538525701,0.0161314289713556,0.374013832412331,6.76590716907494,4.79908460658276,94.083596957663,1.11731843575419,36.6263510930386
"19290","Florencia",0.523549226857493,0.00634096602375035,0.0139109248008639,0.225278880286301,0.11,0.07,22.06,75.39,5213,77.67,22.33,52.52,"6","Intermedio",56,98.38,-13.7,56,87.38,5.67,9.11,10.2,48.1,49.77,0,3.96,38.4191383972838,8.04675449033437,53.5341071123818,0.278366121780566,4.9,0,12.57,97.01,1.59,95.24,6.14,0,0,0,0,76.92,0,98.41,19.03,0,57.1,95.17,1.8,16.63,83.37,88.41,22.63,97.84,2.24,23,101.793235219915,197.686547530924,101.793235219915,170.9218,0.300100070222814,0,0,0,3.64473431805103,79.8004987531172,27.3988106656436,16774178.2035296,0,0,0,17287310.5277192,2851861.9447535,2752602.62574333,52576.901016689,2700025.72472664,2653375.1289085,1510966.95914061,99259.3190101669,0.0137405753974102,0.530596585459428,4.28232827187274,4.97368867764386,93.1251060940418,1.90120522831438,60.0422021868406
"19300","Guachené",0.314021505745962,0.00115685817214083,0.000861410426553789,0.0934642812091606,0.31,95.8,22.86,53.61,20320,67.64,32.36,45.95,"4","Intermedio",97,212.31,0,64.5,73.04,1.7,4.45,5,40.29,43.1,0,4.54,30.3469970657424,39.6771673545145,29.9758355797431,2.27024231674778,4.7,0,16.64,113.21,11.99,90.07,5.96,20.55,0,0,0,49.21,10.27,100,362.72,65.49,10.08,65.49,6.58,25.44,74.56,88.39,32.17,99.25,4.14,4,77.0377432977887,35.8911610153695,77.0377432977887,100.6654,0.003643850519097,0,0,0,0.344488188976378,68.9468503937008,24.6801181102362,14633888.3475394,0,0,127527.004675197,15033249.0229331,2156145.52701772,1848732.45875984,920993.496751969,927738.962007874,881800.932480315,580764.256840551,307413.068257874,0.0287491346232416,0.469734251968504,16.8924033525406,40.3570854109699,59.618787196397,0.0241273926331028,36.1318897637795
"19318","Guapi",0.549766265076062,0.00219918387874751,0.00512038748396201,0.130158737268763,1.07,97.94,33.51,30.8,29275,49.82,50.18,68.72,"6","Rural",2885,10.24,-3.65,48.1,74.37,1.93,16.2,21.26,38.31,42.09,0,6.66,23.4563745323176,7.74414227818395,68.7994831894984,1.21163322628748,2.49,0,22.58,60.34,8.36,71.97,5.02,8.65,0,32.98,0,58.32,2.88,91.07,32.59,50.69,36.21,14.48,0.24,91.46,8.54,19.15,10.33,51.68,6.38,18,120.122826317189,165.172463439499,120.122826317189,563.4249,39.4774927350427,1,0,55.8225303292894,2.90350128095645,190.67463706234,35.8695132365499,10564136.9846627,0,0,0,10672927.5007003,2102966.67945346,2028199.83224594,99256.1475320239,1928943.68471392,1906083.94466268,1075507.41827498,74766.8472075149,0.0106500227677249,0.189615713065756,74.2537921095298,11.6383677108238,85.0954329942862,3.26619929488998,54.5072587532024
"19355","Inzá",0.504403345724611,0.00714347744623452,0.0149002890445202,0.242002241180071,52.24,0.14,30.19,41.71,29139,96.58,3.42,65.21,"6","Rural disperso",685,45.4,7,44.8,86.86,2.27,10.69,11.09,47.73,48.57,0,4.51,43.0988688723067,8.1756843018633,48.72544682583,1.22316034471121,4.11,0,16.29,66.12,6.91,69.91,4.53,16.13,0,32.28,0,73.65,9.22,79.72,34.28,17.14,3.43,10.28,0.67,14.41,85.59,24.64,21.8,90.54,1.53,3,51.5027520962082,110.884284327699,51.5027520962082,85.7557,2.65659899083417,0,0,0,0.446137478980061,28.1409794433577,24.3687154672432,9349379.09650297,0,0,0,9451784.98356155,1707975.02079687,1660561.04128488,75222.7772058066,1585338.26407907,1546471.09053159,836765.488589176,47413.9795119942,0.0108015234989095,0.26503998078177,25.5946536320083,5.53058723024923,92.8388366823905,1.63057608736025,29.3146641957514
"19364","Jambaló",0.619395990544596,0.0037600097359648,0.0106645305442734,0.166725673881417,98.83,0.18,30.43,30.8,19163,90.41,9.59,59.1,"6","Rural",252,76.58,21.99,57.8,73.25,2.4,12.66,13.61,42.82,43.17,0,2.67,19.6263463497088,8.47464820796465,71.8990054423265,0.597296729566598,1.35,363.64,29.98,68.43,7.64,70.18,4.79,0,0,0,0,68.23,0,55.64,5.48,10.96,5.48,0,0.03,34.79,65.21,68.72,20.99,86.71,3.49,31,52.4341163854131,67.882818967317,52.4341163854131,98.063,0.0499994517146886,0,1,8.86111111111111,3.33976934717946,111.412618066065,13.328810729009,11182396.8648959,0,0,0,11335658.8150603,1914552.73668006,1742194.93696185,109126.178834212,1633068.75812764,1631835.00819287,883579.54594792,172357.799718207,0.00802052695691234,0.0502530918958409,287.937964693666,3.94367842953961,95.2442159383033,0.812105632157046,13.1346866357042
"19392","La Sierra",0.513091533789568,0.00545300318602171,0.0116592285221911,0.210445701116623,18.45,12.99,22.25,77.89,11305,84.14,15.86,54.55,"6","Rural",203,56.19,-1.72,54,80.87,1.77,9.61,10.19,50.89,51.05,0,3.9,61.4381244503469,6.61847317148259,31.9434023781705,0.833656557616515,4.04,0,18.85,83.92,12.96,88.89,5.67,18.52,0,0,0,68.88,9.26,98.15,112.42,18.74,65.58,56.21,5.99,7.6,92.4,40.12,12.93,92.37,1.33,14,37.9208683745036,136.855512973729,37.9208683745036,60.1813,0.383814390881835,0,0,0,1.50375939849624,43.2551968155683,22.0406899601946,12269512.8076073,0,0,0,12524838.851747,2287201.93250774,2240504.54586466,94716.0313135781,2145788.51455108,2137982.70703229,1223107.56355595,46697.3866430783,0.018975484329958,0.425829279080053,2.68304736186124,5.35350596450393,93.2596256425177,1.38686839297837,53.9761167624945
"19397","La Vega",0.527577733005663,0.00570292135691437,0.0125741189862332,0.212545701097264,48.86,0.14,22.64,71.86,24423,96.87,3.13,53.49,"6","Rural",492,53.45,-36.25,48.21,49.67,4.14,10.16,10.28,45.35,47.18,14.54,1.53,25.5760498080405,8.87033232790729,65.5536178640523,0.713242855671184,3.29,0,30.66,59.64,8.47,78.74,5.14,16.95,0,0,0,38.75,5.65,92.09,16.3,12.22,20.37,32.6,0.62,14.04,85.96,39.65,18.85,95.48,0.56,2,49.8973245812996,151.191819510865,49.8973245812996,97.6144,4.39012605073016,0,0,0,0.327560086803423,41.6410760348852,15.3781271752037,8638827.14732015,0,0,0,8762574.75301969,1814393.16857061,1465166.39004217,35470.1824100233,1429696.20763215,1412222.81791754,656831.628424027,349226.778528436,0.00751475258163561,0.363386971297547,2.13974422535211,4.21947965310207,94.1127418278853,1.66777851901268,33.9229414895795
"19418","López de Micay",0.67339111537938,0.00420143994977041,0.0143155329906009,0.177679113620225,6.75,92.25,38.46,18.42,19491,90.89,9.11,76.09,"6","Rural disperso",3297,6.05,-3.86,50.9,83.18,3.45,14.88,15.85,34.17,38.67,0,3.24,16.7490248794221,7.07480080273181,76.1761743178461,0.500234147143305,1.53,0,50.71,31.24,8.79,49.06,3.85,9.43,0,0,0,24.44,9.43,70.75,5.33,37.31,0,10.66,0,55.06,44.94,11.62,10.9,36.15,0.35,18,92.4222840621228,86.3966628887351,92.4222840621228,563.4249,34.9644709938484,1,0,56.6081286017592,16.0073880252424,200.14365604638,19.4705248576266,9477613.14965882,0,0,0,9641815.26643066,2142880.64393823,1919039.62505772,116750.908214048,1802288.71684367,1780903.34703196,1079341.55492278,223841.018880509,0.00660412794491647,0.0764968446975527,280.011341381623,3.169639083763,94.4636970670273,2.3666638492097,39.4643681699246
"19450","Mercaderes",0.507048831931205,0.00520481251130329,0.0109386268959071,0.206267886216326,0.17,20.21,21.17,89.15,25765,75.05,24.95,54.23,"6","Rural disperso",640,39.21,28.17,54.2,52.24,3.85,11.47,12.58,44.85,46.66,0,3.7,43.072469770051,8.07487130284121,48.8526589271078,1.24093013000506,4.29,0,29.52,59.78,7.69,87.57,5.79,5.92,0,0,0,40.26,5.92,99.41,126.63,65.5,34.93,34.93,0.8,31.02,68.98,66.75,28.73,94.9,1.9,13,99.6693625542598,191.065709936246,99.6693625542598,140.5185,1.36797431574923,0,1,0,5.93828837570347,54.9194643896759,15.444207257908,7410462.92738211,0,0,0,7515137.12524743,1286268.06532117,1278102.29710848,34071.5031243936,1244030.79398409,1226334.73995731,686715.459926257,8165.76821269164,0.012393485078776,0.380011643702697,5.11501378817281,5.51935847638141,92.5698534018293,1.91078812178925,28.6085775276538
"19455","Miranda",0.198653480586513,0.00295422572535604,0.00112773336633902,0.169046832015641,19.61,28.82,22.07,62.35,32570,43.26,56.74,46.49,"5","Intermedio",212,159.19,-5.67,51,88.41,2.63,6.13,8.7,48.73,50.15,0,7.36,14.5430952157788,52.9732678823156,32.4836369019055,4.29309989498876,5.24,0,16.1,99.32,7.48,90.03,6.11,8.31,0,0,0,53.12,5.54,95.01,129.2,100.84,28.36,40.97,7.49,70.88,29.12,84.82,76.48,97.85,13.42,18,93.5024022172171,45.5443809057303,93.5024022172171,131.6104,0.138460090255214,0,1,6.7877358490566,1.2588271415413,66.8406509057415,51.9855695425238,9666226.67249002,0,0,0,9768372.46349401,1671626.98203869,1544616.0851397,570073.689653055,974542.395486644,947826.563647528,505441.804544059,127010.896898987,0.0339179426180025,0.323426466073073,38.6105952154927,35.9335779107936,62.761150801313,1.30527128789342,31.9588578446423
"19473","Morales",0.524107460035218,0.00582758801330554,0.0126976470575373,0.215001398206854,52.18,2.14,28.2,42.74,44523,94.76,5.24,58.6,"6","Rural",418,100.52,59.23,43.7,73.38,3.33,10.74,11.26,43.75,45.67,0,2.83,43.3307242267404,8.08679651838683,48.5824792548728,1.85079241139528,3.52,0,29.2,64.7,5.44,69.77,4.75,11.19,0,0,0,60.41,7.46,70.9,25.31,20.25,30.37,7.59,1.46,10.01,89.99,53.11,8.45,78.59,1.09,8,41.8901414802355,68.611118300733,41.8901414802355,116.9383,0.254842393289999,0,1,366.581339712919,1.50484019495542,44.5836983132314,9.37897266581317,1973179.42939604,0,0,0,7681366.08546145,1592039.97495676,1330519.57956562,89303.2231655549,1241216.35640006,1189872.83794893,649888.70493902,261520.395391146,0.0106966936010001,0.173371066639714,24.4226376473636,4.28705503787625,94.9286049473755,0.784340014748274,23.5181816139973
"19513","Padilla",0.378594269667572,0.00659930717581883,0.0069961523472339,0.220930457935599,0.82,95.9,21.67,69.83,10541,55.73,44.27,48.49,"6","Ciudades y aglomeraciones",68,155.99,19.21,42.1,70.59,1.98,4.46,4.64,41.36,44.21,0,6.04,41.3600333827758,7.81865317319793,50.8213134440262,0.695773458438538,6.41,0,8.55,93.08,15.57,88.52,5.89,8.2,0,0,0,67.39,0,98.36,80.38,150.71,10.05,110.52,8.7,34.77,65.23,93.81,64.93,98.71,2.58,5,85.4289210053673,34.83584166056,85.4289210053673,121.4787,0.0456484221920014,0,0,0,0.189735319229675,27.6064889479177,26.5231002751162,5384180.32681909,0,0,0,5602637.33023432,1441373.95939664,1311142.29807419,151134.887771559,1160007.41030263,1122250.76757423,676191.131676311,130231.661322455,0.0169848732399084,0.44910350061664,18.5666096324461,25.8175067828074,73.6255890332715,0.556904183921177,34.8638649084527
"19517","Páez",0.557053293913796,0.00226090335603594,0.0053456226555541,0.131250934078747,82.78,5.89,37.23,23.86,52403,95.05,4.95,77.43,"6","Rural disperso",1599,31.04,43.95,55,70.32,4.05,11.08,11.7,41.89,44.42,0,3.54,39.7180133903952,8.11738863616622,52.1645979734386,1.92070663935301,2.57,0,23.23,64.34,3.82,75.55,5,16.15,16.84,0,33.67,75.45,5.87,59.91,12.97,34.57,12.97,2.16,0.07,49.98,50.02,14.05,27.44,79.6,1.35,7,71.7948853151227,98.3242930535407,71.7948853151227,147.1419,0.0815320413956042,0,0,0,0.209911646279793,26.6587790775337,12.1382363605137,6946793.27486976,0,0,0,6999630.54386199,1294719.68324333,1187052.41186573,43335.4457569223,1143716.96610881,1122346.15638418,610757.920806061,107667.271377593,0.0094315083321289,0.0594813274049196,235.852281039461,5.19411052616762,93.3391514878523,1.46673798598012,7.81634639238212
"19532","Patía",0.427856368967543,0.00226908294763249,0.00315958697715313,0.131376339289873,0.14,71.41,23.27,61.59,38915,63.93,36.07,50.25,"6","Rural",723,54.5,11,42.7,75.62,3.09,10.52,12.63,45.37,47.25,0,5.63,32.9757008898065,8.14274692330827,58.8815521868852,1.7842130695575,5.49,0,20.62,88.34,9.59,78.32,5.32,6.12,0,0,0,61.81,4.08,97.35,180.19,80.68,43.03,45.72,2.22,52.12,47.88,51.61,42.51,90.97,6.27,26,62.8628111412286,149.40878470533,62.8628111412286,98.3859,0.287882285276244,0,1,402.275242047026,2.26133881536683,52.6789155852499,31.6864962096878,8640011.74403187,0,0,0,8710117.55199794,1681364.61742259,1553968.50620583,134900.477091096,1419068.02911474,1380524.38715148,732810.570962354,127396.111216754,0.0117979335871177,0.325838365668765,18.5693667192429,10.8391827525696,86.7416645775884,2.41915266984207,40.467685982269
"19533","Piamonte",0.457677045801199,0.0068641504627966,0.0112521525110129,0.231770775266193,18.43,2.99,31.76,27.19,9705,77.3,22.7,59.62,"6","Rural disperso",1162,8.44,24.4,61.5,73.24,3.47,6.09,6.43,46.06,49.19,0,4.47,45.8486745702135,5.23938147711353,48.9119439526729,0.569250627224238,3.13,0,17.93,86.41,4.17,78.33,5.33,0,0,0,0,78.77,0,93.33,22.21,77.74,0,33.32,0.64,47.2,52.8,70.99,30.43,55.06,0.97,31,144.749898841599,246.813189983337,144.749898841599,344.8403,7.79579872323672,0,0,252.40017211704,1.64863472436888,171.458011334364,19.5002575991757,14677567.4578053,0,0,0,14945149.1249871,2647176.95085008,2475866.30303967,279126.565378671,2196739.737661,2153728.24956208,1340971.29366306,171310.647810407,0.0150933013677064,0.211746522411128,14.6954890510949,5.83756345177665,93.5339618080735,0.628474740149867,72.8902627511592
"19548","Piendamó - Tunía",0.347038916776648,0.00226078589356165,0.00201667209285544,0.129401546038459,18.35,1.73,22.68,70.1,42676,66.18,33.82,51.91,"6","Intermedio",171,257.08,14,50.7,88.76,2.78,7.7,8.75,48.21,49.73,71.83,4.45,32.1682447115036,8.00218356434648,59.8295717241499,2.2748474779802,5.93,0,18.76,86.32,9.65,81.61,5.59,10.27,0,0,0,65.01,6.16,93.22,217.59,14.51,31.43,14.51,2.04,37.66,62.34,93.32,40,95.04,6.59,2,27.3807996280601,76.2526307521084,27.3807996280601,43.4154,0.0860873377877904,0,1,3.40350877192982,1.17161870840754,19.4723029337332,29.5013590777018,8967779.43931015,0,0,0,9041303.08016215,1652414.81638392,1542196.75902146,152085.23331615,1390111.52570531,1331512.08051364,655678.481558722,110218.057362452,0.0137165484830382,0.403271159433874,9.57321208599651,16.0196317743904,82.7728582928666,1.207509932743,39.7506795388509
