"modelo","especificacion","metodo","k","cod_mun","Municipio","directo","varianza","base","robusto","dif_pp"
"M1_reblup_1.345","M1","reblup",1.345,"19532","Patía",0.427856368967543,0.00315958697715313,0.386542149433555,0.376820965359895,-0.9721
"M1_reblup_1.345","M1","reblup",1.345,"19533","Piamonte",0.457677045801199,0.0112521525110129,0.466009847031366,0.468945852008118,0.2936
"M1_reblup_1.345","M1","reblup",1.345,"19548","Piendamó - Tunía",0.347038916776648,0.00201667209285544,0.347284314155645,0.343750052772552,-0.3534
"M1_reblup_1.345","M1","reblup",1.345,"19573","Puerto Tejada",0.245146463189562,0.000992568436275446,0.246838070877469,0.246287946016627,-0.055
"M1_reblup_1.345","M1","reblup",1.345,"19585","Puracé",0.415306428882595,0.00843468270525024,0.426837296136059,0.427309526806461,0.0472
"M1_reblup_1.345","M1","reblup",1.345,"19622","Rosas",0.449638514692912,0.0103301234401187,0.417428714002026,0.41213022666119,-0.5298
"M1_reblup_1.345","M1","reblup",1.345,"19693","San Sebastián",0.408009756402383,0.00723532854787553,0.447629901919683,0.452685352613525,0.5055
"M1_reblup_1.345","M1","reblup",1.345,"19698","Santander de Quilichao",0.247097867528779,0.000689930195817516,0.273014017867368,0.277250166396531,0.4236
"M1_reblup_1.345","M1","reblup",1.345,"19701","Santa Rosa",0.518069808102902,0.0142491615504312,0.557519808036551,0.566355896095938,0.8836
"M1_reblup_1.345","M1","reblup",1.345,"19743","Silvia",0.594548828166253,0.00333964903159028,0.541842744366394,0.533658443939753,-0.8184
"M1_reblup_1.345","M1","reblup",1.345,"19760","Sotará Paispamba",0.42363483052891,0.00634684511328491,0.405973813314557,0.399230327606754,-0.6743
"M1_reblup_1.345","M1","reblup",1.345,"19780","Suárez",0.420860918532776,0.00705583094519923,0.382996097147756,0.373298450218205,-0.9698
"M1_reblup_1.345","M1","reblup",1.345,"19785","Sucre",0.592260763101386,0.0206325953688744,0.47974404942076,0.474759322445567,-0.4985
"M1_reblup_1.345","M1","reblup",1.345,"19807","Timbío",0.485298379279879,0.00473713082825383,0.368693234425977,0.340429330898823,-2.8264
"M1_reblup_1.345","M1","reblup",1.345,"19809","Timbiquí",0.509420099635651,0.00492167974240239,0.511687974157081,0.505962752723268,-0.5725
"M1_reblup_1.345","M1","reblup",1.345,"19821","Toribío",0.551408859073775,0.0139003790075414,0.52172452934495,0.521076390443309,-0.0648
"M1_reblup_1.345","M1","reblup",1.345,"19824","Totoró",0.590158497641813,0.0145050802266012,0.475747890810805,0.466973898236669,-0.8774
"M1_reblup_1.345","M1","reblup",1.345,"19845","Villa Rica",0.286909792264029,0.00123277979799329,0.292924507458117,0.292244613816763,-0.068
"M1_reblup_1.345","M1","reblup",1.345,"76001","Cali",0.236000150623116,4.46101358273742e-05,0.235909057624024,0.235806735087535,-0.0102
"M1_reblup_1.345","M1","reblup",1.345,"76020","Alcalá",0.324586690009205,0.00546291475418344,0.315858343679297,0.312297755152742,-0.3561
"M1_reblup_1.345","M1","reblup",1.345,"76036","Andalucía",0.170872931834585,0.001094737354784,0.186429297568564,0.186585098800175,0.0156
"M1_reblup_1.345","M1","reblup",1.345,"76041","Ansermanuevo",0.311294220007976,0.00319417558067191,0.298016949767836,0.297001589980751,-0.1015
"M1_reblup_1.345","M1","reblup",1.345,"76054","Argelia",0.346746769918103,0.00448134976418645,0.45849715090649,0.487750461920739,2.9253
"M1_reblup_1.345","M1","reblup",1.345,"76100","Bolívar",0.191834135533459,0.000432069231682328,0.201295771492067,0.206954611452246,0.5659
"M1_reblup_1.345","M1","reblup",1.345,"76109","Buenaventura",0.583063980603387,0.00157416229340437,0.535035238595728,0.518171110537019,-1.6864
"M1_reblup_1.345","M1","reblup",1.345,"76111","Guadalajara de Buga",0.171840563775675,0.000382966603773313,0.187354148607829,0.188076534144213,0.0722
"M1_reblup_1.345","M1","reblup",1.345,"76113","Bugalagrande",0.166316423809804,0.000889434270094062,0.168825559451805,0.168039546730621,-0.0786
"M1_reblup_1.345","M1","reblup",1.345,"76122","Caicedonia",0.374839473966334,0.000940890375175486,0.339759247677132,0.321470522717099,-1.8289
"M1_reblup_1.345","M1","reblup",1.345,"76126","Calima",0.198650799132813,0.00131464467481034,0.214154071179272,0.215888908413122,0.1735
"M1_reblup_1.345","M1","reblup",1.345,"76130","Candelaria",0.0843703325877526,0.000308681553642066,0.0793893114818413,0.0779608488046192,-0.1428
"M1_reblup_1.345","M1","reblup",1.345,"76147","Cartago",0.293248262981083,0.00135329212623361,0.293427551050689,0.295239977061202,0.1812
"M1_reblup_1.345","M1","reblup",1.345,"76233","Dagua",0.207021979672274,0.00136621522840808,0.227468473338768,0.230260498333722,0.2792
"M1_reblup_1.345","M1","reblup",1.345,"76243","El Águila",0.294073076447916,0.00236298147886876,0.287411938406523,0.288337601384671,0.0926
"M1_reblup_1.345","M1","reblup",1.345,"76246","El Cairo",0.254004114002871,0.00282345865625291,0.294648268262567,0.301683464445337,0.7035
"M1_reblup_1.345","M1","reblup",1.345,"76248","El Cerrito",0.144691679449936,0.000936554377280561,0.140588626691787,0.138164491522016,-0.2424
"M1_reblup_1.345","M1","reblup",1.345,"76250","El Dovio",0.427663486848989,0.00715844761819582,0.46085358702038,0.47307504857452,1.2221
"M1_reblup_1.345","M1","reblup",1.345,"76275","Florida",0.241902478104377,0.0029633225467165,0.206084752248224,0.198299732967266,-0.7785
"M1_reblup_1.345","M1","reblup",1.345,"76306","Ginebra",0.261182422460713,0.00120904672498133,0.220549979770911,0.203327782586004,-1.7222
"M1_reblup_1.345","M1","reblup",1.345,"76318","Guacarí",0.142114639632979,0.000282342767973003,0.148825323160212,0.152400653173686,0.3575
"M1_reblup_1.345","M1","reblup",1.345,"76364","Jamundí",0.206298512477446,0.0004189397962523,0.204466818945256,0.202874066838117,-0.1593
"M1_reblup_1.345","M1","reblup",1.345,"76377","La Cumbre",0.147708363582434,0.000671669477971967,0.175555475851405,0.177822366551206,0.2267
"M1_reblup_1.345","M1","reblup",1.345,"76400","La Unión",0.310276615368601,0.00342017791874781,0.24779431936589,0.237584493878046,-1.021
"M1_reblup_1.345","M1","reblup",1.345,"76403","La Victoria",0.287579897258377,0.002780134667461,0.270113843941306,0.267116322675851,-0.2998
"M1_reblup_1.345","M1","reblup",1.345,"76497","Obando",0.299571729054856,0.00338762851003235,0.265360178765992,0.261132037057904,-0.4228
"M1_reblup_1.345","M1","reblup",1.345,"76520","Palmira",0.20769656033191,0.000474489227823819,0.206073465630478,0.206081764204436,8e-04
"M1_reblup_1.345","M1","reblup",1.345,"76563","Pradera",0.201095575249391,0.000748063028251591,0.22127616392152,0.227971629719772,0.6695
"M1_reblup_1.345","M1","reblup",1.345,"76606","Restrepo",0.241473632865204,0.00193665234623158,0.264131644745545,0.26728692353799,0.3155
"M1_reblup_1.345","M1","reblup",1.345,"76616","Riofrío",0.267094353991267,0.00301350780737849,0.279789312020954,0.282877627218805,0.3088
"M1_reblup_1.345","M1","reblup",1.345,"76622","Roldanillo",0.2727397133463,0.00302149717701241,0.245186296030086,0.238973611622076,-0.6213
"M1_reblup_1.345","M1","reblup",1.345,"76670","San Pedro",0.170695610315552,0.00135418430389911,0.157588126442981,0.153753537505945,-0.3835
"M1_reblup_1.345","M1","reblup",1.345,"76736","Sevilla",0.345379631579637,0.00442288946164869,0.30344409771495,0.298600308868343,-0.4844
"M1_reblup_1.345","M1","reblup",1.345,"76823","Toro",0.373203694453804,0.00595275965217131,0.321771768885427,0.314353387071928,-0.7418
"M1_reblup_1.345","M1","reblup",1.345,"76828","Trujillo",0.362514157334695,0.00426434326788694,0.346936290830792,0.348794707748926,0.1858
"M1_reblup_1.345","M1","reblup",1.345,"76834","Tuluá",0.257428514132288,0.000541228123605218,0.250019237664341,0.247581248498126,-0.2438
"M1_reblup_1.345","M1","reblup",1.345,"76845","Ulloa",0.221857831780414,0.00181330774393671,0.235429773256029,0.237242501064416,0.1813
"M1_reblup_1.345","M1","reblup",1.345,"76863","Versalles",0.399069270481297,0.00627345521663673,0.361344082108924,0.361205142975814,-0.0139
"M1_reblup_1.345","M1","reblup",1.345,"76869","Vijes",0.236087412061672,0.00135481929033369,0.243103542320029,0.242518838217689,-0.0585
"M1_reblup_1.345","M1","reblup",1.345,"76890","Yotoco",0.203630228528829,0.00057285157923096,0.211033612967149,0.21284492458514,0.1811
"M1_reblup_1.345","M1","reblup",1.345,"76892","Yumbo",0.281760420447449,0.000159370438125575,0.281528821210179,0.281488054512655,-0.0041
"M1_reblup_1.345","M1","reblup",1.345,"76895","Zarzal",0.18600007617763,0.000685163978077271,0.189003396560028,0.189785603016617,0.0782
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19001","Popayán",0.387999218684024,0.000107894536586391,0.385900515089036,0.385468608609196,-0.0432
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19022","Almaguer",0.562525352371654,0.0136491858851204,0.51687326973548,0.513066245552324,-0.3807
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19050","Argelia",0.238909085592395,0.00235774527420282,0.299607194660307,0.287465704854889,-1.2141
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19075","Balboa",0.45010901827639,0.0122073320924848,0.444758314496261,0.44268822881875,-0.207
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19100","Bolívar",0.500368429949404,0.00628201529723791,0.442128967357744,0.433741046207455,-0.8388
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19110","Buenos Aires",0.449296998852418,0.0100005839773152,0.424191924796334,0.418296710438124,-0.5895
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19130","Cajibío",0.508721465589494,0.00729331691925184,0.433184722490283,0.423320546863453,-0.9864
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19137","Caldono",0.553082146130063,0.0111952566482734,0.632975152609001,0.640265788051725,0.7291
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19142","Caloto",0.381381786380106,0.00530551647503933,0.441176830865618,0.447468456041218,0.6292
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19212","Corinto",0.313138472537286,0.00376871935286487,0.339198000977803,0.341266447892226,0.2068
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19256","El Tambo",0.534467488422076,0.00254281929597808,0.458754784983104,0.48404111341873,2.5286
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19290","Florencia",0.523549226857493,0.0139109248008639,0.541681941820779,0.548188763187697,0.6507
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19300","Guachené",0.314021505745962,0.000861410426553789,0.331379259773445,0.33270240130677,0.1323
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19318","Guapi",0.549766265076062,0.00512038748396201,0.624760882402983,0.621323147931326,-0.3438
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19355","Inzá",0.504403345724611,0.0149002890445202,0.453123382384849,0.451681461421109,-0.1442
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19364","Jambaló",0.619395990544596,0.0106645305442734,0.649720681907289,0.658982374586972,0.9262
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19392","La Sierra",0.513091533789568,0.0116592285221911,0.478478569657313,0.474533517226158,-0.3945
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19397","La Vega",0.527577733005663,0.0125741189862332,0.412205715447847,0.415443353860669,0.3238
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19418","López de Micay",0.67339111537938,0.0143155329906009,0.675987205672322,0.6800435298653,0.4056
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19450","Mercaderes",0.507048831931205,0.0109386268959071,0.378252667645382,0.402460941160298,2.4208
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19455","Miranda",0.198653480586513,0.00112773336633902,0.208447321738958,0.209921644536003,0.1474
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19473","Morales",0.524107460035218,0.0126976470575373,0.52892400782477,0.525683156859996,-0.3241
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19513","Padilla",0.378594269667572,0.0069961523472339,0.333392405451239,0.330227825929278,-0.3165
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19517","Páez",0.557053293913796,0.0053456226555541,0.531706240135546,0.53261981510829,0.0914
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19532","Patía",0.427856368967543,0.00315958697715313,0.386542149433555,0.376658543072606,-0.9884
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19533","Piamonte",0.457677045801199,0.0112521525110129,0.466009847031366,0.46891552108893,0.2906
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19548","Piendamó - Tunía",0.347038916776648,0.00201667209285544,0.347284314155645,0.343572658021686,-0.3712
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19573","Puerto Tejada",0.245146463189562,0.000992568436275446,0.246838070877469,0.24629408791517,-0.0544
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19585","Puracé",0.415306428882595,0.00843468270525024,0.426837296136059,0.427158643299637,0.0321
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19622","Rosas",0.449638514692912,0.0103301234401187,0.417428714002026,0.411824948823696,-0.5604
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19693","San Sebastián",0.408009756402383,0.00723532854787553,0.447629901919683,0.452610290751911,0.498
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19698","Santander de Quilichao",0.247097867528779,0.000689930195817516,0.273014017867368,0.273364389868394,0.035
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19701","Santa Rosa",0.518069808102902,0.0142491615504312,0.557519808036551,0.566453144167443,0.8933
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19743","Silvia",0.594548828166253,0.00333964903159028,0.541842744366394,0.536759131579489,-0.5084
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19760","Sotará Paispamba",0.42363483052891,0.00634684511328491,0.405973813314557,0.39888849711832,-0.7085
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19780","Suárez",0.420860918532776,0.00705583094519923,0.382996097147756,0.372989413232275,-1.0007
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19785","Sucre",0.592260763101386,0.0206325953688744,0.47974404942076,0.4745674742987,-0.5177
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19807","Timbío",0.485298379279879,0.00473713082825383,0.368693234425977,0.416471561626774,4.7778
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19809","Timbiquí",0.509420099635651,0.00492167974240239,0.511687974157081,0.505721365220976,-0.5967
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19821","Toribío",0.551408859073775,0.0139003790075414,0.52172452934495,0.521065984285648,-0.0659
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19824","Totoró",0.590158497641813,0.0145050802266012,0.475747890810805,0.469721459208442,-0.6026
"M1_reblupbc_1.345","M1","reblupbc",1.345,"19845","Villa Rica",0.286909792264029,0.00123277979799329,0.292924507458117,0.292179131097642,-0.0745
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76001","Cali",0.236000150623116,4.46101358273742e-05,0.235909057624024,0.235807486237375,-0.0102
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76020","Alcalá",0.324586690009205,0.00546291475418344,0.315858343679297,0.312241158934099,-0.3617
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76036","Andalucía",0.170872931834585,0.001094737354784,0.186429297568564,0.186438592907511,9e-04
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76041","Ansermanuevo",0.311294220007976,0.00319417558067191,0.298016949767836,0.297013674435728,-0.1003
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76054","Argelia",0.346746769918103,0.00448134976418645,0.45849715090649,0.413689654261299,-4.4807
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76100","Bolívar",0.191834135533459,0.000432069231682328,0.201295771492067,0.206952259910525,0.5656
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76109","Buenaventura",0.583063980603387,0.00157416229340437,0.535035238595728,0.543388266452229,0.8353
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76111","Guadalajara de Buga",0.171840563775675,0.000382966603773313,0.187354148607829,0.188018007051258,0.0664
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76113","Bugalagrande",0.166316423809804,0.000889434270094062,0.168825559451805,0.167955864464325,-0.087
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76122","Caicedonia",0.374839473966334,0.000940890375175486,0.339759247677132,0.344165537551594,0.4406
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76126","Calima",0.198650799132813,0.00131464467481034,0.214154071179272,0.21576344340441,0.1609
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76130","Candelaria",0.0843703325877526,0.000308681553642066,0.0793893114818413,0.0779530524603136,-0.1436
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76147","Cartago",0.293248262981083,0.00135329212623361,0.293427551050689,0.2953357366749,0.1908
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76233","Dagua",0.207021979672274,0.00136621522840808,0.227468473338768,0.23007256746356,0.2604
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76243","El Águila",0.294073076447916,0.00236298147886876,0.287411938406523,0.288308603608442,0.0897
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76246","El Cairo",0.254004114002871,0.00282345865625291,0.294648268262567,0.301632108275553,0.6984
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76248","El Cerrito",0.144691679449936,0.000936554377280561,0.140588626691787,0.138108809605117,-0.248
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76250","El Dovio",0.427663486848989,0.00715844761819582,0.46085358702038,0.473425350257798,1.2572
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76275","Florida",0.241902478104377,0.0029633225467165,0.206084752248224,0.198237616246595,-0.7847
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76306","Ginebra",0.261182422460713,0.00120904672498133,0.220549979770911,0.22641107326369,0.5861
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76318","Guacarí",0.142114639632979,0.000282342767973003,0.148825323160212,0.152396207176525,0.3571
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76364","Jamundí",0.206298512477446,0.0004189397962523,0.204466818945256,0.2028449625483,-0.1622
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76377","La Cumbre",0.147708363582434,0.000671669477971967,0.175555475851405,0.173624950509959,-0.1931
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76400","La Unión",0.310276615368601,0.00342017791874781,0.24779431936589,0.251794328146333,0.4
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76403","La Victoria",0.287579897258377,0.002780134667461,0.270113843941306,0.267146883754821,-0.2967
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76497","Obando",0.299571729054856,0.00338762851003235,0.265360178765992,0.261206058431824,-0.4154
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76520","Palmira",0.20769656033191,0.000474489227823819,0.206073465630478,0.206097233476486,0.0024
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76563","Pradera",0.201095575249391,0.000748063028251591,0.22127616392152,0.227959905245205,0.6684
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76606","Restrepo",0.241473632865204,0.00193665234623158,0.264131644745545,0.267208974970651,0.3077
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76616","Riofrío",0.267094353991267,0.00301350780737849,0.279789312020954,0.28286493787486,0.3076
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76622","Roldanillo",0.2727397133463,0.00302149717701241,0.245186296030086,0.238916077224379,-0.627
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76670","San Pedro",0.170695610315552,0.00135418430389911,0.157588126442981,0.153698215568397,-0.389
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76736","Sevilla",0.345379631579637,0.00442288946164869,0.30344409771495,0.29861072516174,-0.4833
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76823","Toro",0.373203694453804,0.00595275965217131,0.321771768885427,0.314280194730566,-0.7492
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76828","Trujillo",0.362514157334695,0.00426434326788694,0.346936290830792,0.348884930215468,0.1949
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76834","Tuluá",0.257428514132288,0.000541228123605218,0.250019237664341,0.247608714425924,-0.2411
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76845","Ulloa",0.221857831780414,0.00181330774393671,0.235429773256029,0.237142059026111,0.1712
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76863","Versalles",0.399069270481297,0.00627345521663673,0.361344082108924,0.36129071133026,-0.0053
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76869","Vijes",0.236087412061672,0.00135481929033369,0.243103542320029,0.242427984137733,-0.0676
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76890","Yotoco",0.203630228528829,0.00057285157923096,0.211033612967149,0.212773232989354,0.174
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76892","Yumbo",0.281760420447449,0.000159370438125575,0.281528821210179,0.281494671122587,-0.0034
"M1_reblupbc_1.345","M1","reblupbc",1.345,"76895","Zarzal",0.18600007617763,0.000685163978077271,0.189003396560028,0.189781855632546,0.0778
"M2_reblup_1.345","M2","reblup",1.345,"19001","Popayán",0.387999218684024,0.000107894536586391,0.386875417175038,0.386926055159456,0.0051
"M2_reblup_1.345","M2","reblup",1.345,"19022","Almaguer",0.562525352371654,0.0136491858851204,0.508812683260525,0.509330626613137,0.0518
"M2_reblup_1.345","M2","reblup",1.345,"19050","Argelia",0.238909085592395,0.00235774527420282,0.298446493750077,0.30265614001597,0.421
"M2_reblup_1.345","M2","reblup",1.345,"19075","Balboa",0.45010901827639,0.0122073320924848,0.44031491239153,0.440085736726154,-0.0229
"M2_reblup_1.345","M2","reblup",1.345,"19100","Bolívar",0.500368429949404,0.00628201529723791,0.43689037245419,0.435783030806763,-0.1107
"M2_reblup_1.345","M2","reblup",1.345,"19110","Buenos Aires",0.449296998852418,0.0100005839773152,0.434683768589219,0.435858155499595,0.1174
"M2_reblup_1.345","M2","reblup",1.345,"19130","Cajibío",0.508721465589494,0.00729331691925184,0.431912670139192,0.428438999326692,-0.3474
"M2_reblup_1.345","M2","reblup",1.345,"19137","Caldono",0.553082146130063,0.0111952566482734,0.641142675439676,0.641426804096814,0.0284
"M2_reblup_1.345","M2","reblup",1.345,"19142","Caloto",0.381381786380106,0.00530551647503933,0.402388068339002,0.403677108294281,0.1289
"M2_reblup_1.345","M2","reblup",1.345,"19212","Corinto",0.313138472537286,0.00376871935286487,0.34354491334888,0.345153281666165,0.1608
"M2_reblup_1.345","M2","reblup",1.345,"19256","El Tambo",0.534467488422076,0.00254281929597808,0.455069266499483,0.440743973698273,-1.4325
"M2_reblup_1.345","M2","reblup",1.345,"19290","Florencia",0.523549226857493,0.0139109248008639,0.528577764452981,0.533062415116167,0.4485
"M2_reblup_1.345","M2","reblup",1.345,"19300","Guachené",0.314021505745962,0.000861410426553789,0.327383070236201,0.327686245710476,0.0303
"M2_reblup_1.345","M2","reblup",1.345,"19318","Guapi",0.549766265076062,0.00512038748396201,0.627846114813621,0.626827288499585,-0.1019
"M2_reblup_1.345","M2","reblup",1.345,"19355","Inzá",0.504403345724611,0.0149002890445202,0.448781542888882,0.448294229246883,-0.0487
"M2_reblup_1.345","M2","reblup",1.345,"19364","Jambaló",0.619395990544596,0.0106645305442734,0.654811735622797,0.656443199235212,0.1631
"M2_reblup_1.345","M2","reblup",1.345,"19392","La Sierra",0.513091533789568,0.0116592285221911,0.465682129086615,0.4647873419869,-0.0895
"M2_reblup_1.345","M2","reblup",1.345,"19397","La Vega",0.527577733005663,0.0125741189862332,0.410509919212882,0.409403891813102,-0.1106
"M2_reblup_1.345","M2","reblup",1.345,"19418","López de Micay",0.67339111537938,0.0143155329906009,0.685455244503496,0.688591283261971,0.3136
"M2_reblup_1.345","M2","reblup",1.345,"19450","Mercaderes",0.507048831931205,0.0109386268959071,0.382098323994868,0.378957099732845,-0.3141
"M2_reblup_1.345","M2","reblup",1.345,"19455","Miranda",0.198653480586513,0.00112773336633902,0.194389568883542,0.193847121641189,-0.0542
"M2_reblup_1.345","M2","reblup",1.345,"19473","Morales",0.524107460035218,0.0126976470575373,0.532498397289991,0.529175890420045,-0.3323
"M2_reblup_1.345","M2","reblup",1.345,"19513","Padilla",0.378594269667572,0.0069961523472339,0.35479799326086,0.358128500299703,0.3331
"M2_reblup_1.345","M2","reblup",1.345,"19517","Páez",0.557053293913796,0.0053456226555541,0.54000259546833,0.539568336675917,-0.0434
"M2_reblup_1.345","M2","reblup",1.345,"19532","Patía",0.427856368967543,0.00315958697715313,0.390088326143718,0.388746875589231,-0.1341
"M2_reblup_1.345","M2","reblup",1.345,"19533","Piamonte",0.457677045801199,0.0112521525110129,0.459773382874187,0.462236327548074,0.2463
"M2_reblup_1.345","M2","reblup",1.345,"19548","Piendamó - Tunía",0.347038916776648,0.00201667209285544,0.347688563604107,0.346303428875678,-0.1385
"M2_reblup_1.345","M2","reblup",1.345,"19573","Puerto Tejada",0.245146463189562,0.000992568436275446,0.24218947832457,0.242296448492397,0.0107
"M2_reblup_1.345","M2","reblup",1.345,"19585","Puracé",0.415306428882595,0.00843468270525024,0.423914120321809,0.424997051075683,0.1083
"M2_reblup_1.345","M2","reblup",1.345,"19622","Rosas",0.449638514692912,0.0103301234401187,0.409873894373731,0.408356292078926,-0.1518
"M2_reblup_1.345","M2","reblup",1.345,"19693","San Sebastián",0.408009756402383,0.00723532854787553,0.44178089605887,0.44620154891691,0.4421
"M2_reblup_1.345","M2","reblup",1.345,"19698","Santander de Quilichao",0.247097867528779,0.000689930195817516,0.269214248935893,0.270434954964812,0.1221
"M2_reblup_1.345","M2","reblup",1.345,"19701","Santa Rosa",0.518069808102902,0.0142491615504312,0.538992934800487,0.544170330160498,0.5177
"M2_reblup_1.345","M2","reblup",1.345,"19743","Silvia",0.594548828166253,0.00333964903159028,0.544738681612599,0.542469452262684,-0.2269
"M2_reblup_1.345","M2","reblup",1.345,"19760","Sotará Paispamba",0.42363483052891,0.00634684511328491,0.399614017643909,0.398254296983682,-0.136
"M2_reblup_1.345","M2","reblup",1.345,"19780","Suárez",0.420860918532776,0.00705583094519923,0.393288471625035,0.392369848835317,-0.0919
